S/N,Title,Images,Shelflist,Position,Author,Category,SubCategory,Publisher,Description,Tags
6126,My first book of animal ABC and numbers,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/My-first-book-of-animal-ABC-and-numbers.jpg,21-3,45,Margaret Tarrant,Sách truyện thiếu nhi,10-12 tuổi,Pyramid Books,"This charming book will introduce children to both the alphabet and the worlds of animals, as well as teaching numbers from one to twenty. Each letter of the alphabet is illustrated with an animal whose name begins with that letter and specially written verses accompany every illustration. Each number is also illustrated and there are verses next to each picture to read aloud and questions at the end of the book to test what has been learnt.",10-12 tuổi
6127,My first book of Greek words,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/My-first-book-of-Greek-words.jpg,26-2R,4,Katy Kudela,Sách học và hoạt động,Ngôn ngữ khác,Capstone Press,"How do you say ""hello"" in Greek? Explore the pages of this Greek English picture dictionary to learn new words and phrases. Colorful photographs and simple labels make Sách học và hoạt động Greek easy.",Từ 13 tuổi trở lên
6128,My first book of Italian words,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/My-first-book-of-Italian-words.jpg,26-2R,6,Katy Kudela,Sách học và hoạt động,Ngôn ngữ khác,Capstone Press,"How do you say ""hello"" in Italian? Explore the pages of this Italian/ English picture dictionary to learn new words and phrases. Colorful photographs and simple labels make Sách học và hoạt động Italian easy.",Từ 13 tuổi trở lên
6129,My first book of Polish words,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/My-first-book-of-Polish-words.jpg,26-2R,3,Katy Kudela,Sách học và hoạt động,Ngôn ngữ khác,Capstone Press,"How do you say ""hello"" in Polish? Explore the pages of this Polish/ English picture dictionary to learn new words and phrases. Colorful photographs and simple labels make Sách học và hoạt động Polish easy.",Từ 13 tuổi trở lên
6130,My first book of Portuguese words,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/My-first-book-of-Portuguese-words.jpg,26-2R,5,Katy Kudela,Sách học và hoạt động,Ngôn ngữ khác,Capstone Press,"How do you say ""hello"" in Portuguese? Explore the pages of this Portuguese/ English picture dictionary to learn new words and phrases. Colorful photographs and simple labels make Sách học và hoạt động Portuguese easy.",Từ 13 tuổi trở lên
6137,My first picture dictionary,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/My-first-picture-dictionary.jpg,14-1,55,Brown Watson,Sách truyện thiếu nhi,7-9 tuổi,Brown Watson,This colourfully illustrated first picture dictionary is a great start to help young children learn their first words. This book keeps Sách học và hoạt động at a foundational level and it is aiming at younger children. Inside this book it simple sentences with illustrations to make Sách học và hoạt động enjoyable.,7-9 tuổi
6138,My first princess book,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/My-first-princess-book.jpg,8-4,58,Louie Stowell,Sách truyện thiếu nhi,7-9 tuổi,Usborne Publishing,"This title explores the fabulous world of princesses as you search palace gardens, royal forests and splendid ballrooms for golden crowns, royal swans and gorgeous gowns. It features beautiful watercolour illustrations of princesses playing in the palace gardens, dancing at candlelit balls and even doing everyday things such as reading a bedtime story. It introduces new words and lots of things to look for and talk about with your child.",7-9 tuổi
6146,My first time: staying overnight,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/My-first-time-staying-overnight.jpg,17-3,41,Kate Petty,Sách truyện thiếu nhi,7-9 tuổi,Franklin Watts,A young social issues series exploring first experiences.,7-9 tuổi
6150,My friend Isabelle,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/My-friend-Isabelle.jpg,9-2,69,Eliza Woloson,Sách truyện thiếu nhi,7-9 tuổi,Woodbine House,"Isabelle and Charlie are friends. They both like to draw, dance, read, and play at the park. They both like to eat Cheerios. They both cry if their feelings are hurt. And, like most friends, they are also different from each other. Isabelle has Down syndrome. Charlie doesn't. Written by Isabelle's mother, this charming tale encourages readers to think about what makes a friendship special. My friends Isabelle also opens the door for young children to talk about differences and the world around them. It's a wonderful story to read at bedtime or to share at school. Lively full color illustrations dovetail beautifully with the text to bring the simple story to life.",7-9 tuổi
6170,My Little Pony magical story collection,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/My-Little-Pony-magical-story-collection.jpg,20-5,22,G. M. Berrow,Sách truyện thiếu nhi,10-12 tuổi,Orchard Books,"Join Twilight Sparkle, Pinkie Pie and Rainbow Dash in three magical adventures! Includes Twilight Sparkle and the Crystal Heart Spell Pinkie Pie and the Rockin' Pony Party Rainbow Dash and the Daring Do Double Dare",10-12 tuổi
6172,My many coloured days,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/My-many-coloured-days.jpg,17-2,12,Dr Seuss,Sách truyện thiếu nhi,7-9 tuổi,Gardners Books,"""Some days are yellow. Some are blue. On different days I'm different too."" Dr Seuss takes the reader on a journey through the many different moods that can be experienced in life.",7-9 tuổi
6197,My name is Sangoel,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/My-name-is-Sangoel.jpg,10-3,13,Karen Lynn Williams,Sách truyện thiếu nhi,7-9 tuổi,Eerdmans Books for Young Readers,"Sangoel is a refugee. Leaving behind his homeland of Sudan, where his father died in the war, he has little to call his own other than his name, a Dinka name handed down proudly from his father and grandfather before him. 
 
 When Sangoel and his mother and sister arrive in the United States, everything seems very strange and unlike home. In this busy, noisy place, with its escalators and television sets and traffic and snow, Sangoel quietly endures the fact that no one is able to pronounce his name. Lonely and homesick, he finally comes up with an ingenious solution to this problem, and in the process he at last begins to feel at home.",7-9 tuổi
6198,My name is Sangoel,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/My-name-is-Sangoel.jpg,10-3,12,Karen Lynn Williams,Sách truyện thiếu nhi,7-9 tuổi,Eerdmans Books for Young Readers,"Sangoel is a refugee. Leaving behind his homeland of Sudan, where his father died in the war, he has little to call his own other than his name, a Dinka name handed down proudly from his father and grandfather before him. 
 
 When Sangoel and his mother and sister arrive in the United States, everything seems very strange and unlike home. In this busy, noisy place, with its escalators and television sets and traffic and snow, Sangoel quietly endures the fact that no one is able to pronounce his name. Lonely and homesick, he finally comes up with an ingenious solution to this problem, and in the process he at last begins to feel at home.",7-9 tuổi
6199,My name is Sangoel,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/My-name-is-Sangoel.jpg,10-3,11,Karen Lynn Williams,Sách truyện thiếu nhi,7-9 tuổi,Eerdmans Books for Young Readers,"Sangoel is a refugee. Leaving behind his homeland of Sudan, where his father died in the war, he has little to call his own other than his name, a Dinka name handed down proudly from his father and grandfather before him. 
 
 When Sangoel and his mother and sister arrive in the United States, everything seems very strange and unlike home. In this busy, noisy place, with its escalators and television sets and traffic and snow, Sangoel quietly endures the fact that no one is able to pronounce his name. Lonely and homesick, he finally comes up with an ingenious solution to this problem, and in the process he at last begins to feel at home.",7-9 tuổi
6248,Mythologies: giants,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Mythologies-giants.jpg,20-2,7,John Malam,Sách truyện thiếu nhi,10-12 tuổi,QED Publishing,"Learn about the legends and mysteries that surround mythical creatures with these enthralling guides. Hunt down the most fearsome dragons, explore the fairy world, follow the history of giants and discover the most famous monsters in the world. Prepare to enter a realm of amazing artwork, incredible tales and legendary encounters. This title features: famous tales of mythical creatures, with extra facts and origin map; fascinating facts surrounding all the myths; and, fun, fairytale design.",10-12 tuổi
6249,Mythologies: monsters,http://lotuscommunity.org.vn/wp-content/uploads/2021/07/Mythologies-monsters.jpg,20-2,24,John Malam,Sách truyện thiếu nhi,10-12 tuổi,QED Publishing,"Learn about the legends and mysteries that surround mythical creatures with these enthralling guides. Hunt down the most fearsome dragons, explore the fairy world, follow the history of giants and discover the most famous monsters in the world. Prepare to enter a realm of amazing artwork, incredible tales and legendary encounters.",10-12 tuổi
6255,Nail soup,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Nail-soup.jpg,19-2,53,Eric Maddern,Sách truyện thiếu nhi,10-12 tuổi,Lincoln Children's Books,"When a forest traveller knocks at a lonely cottage, hoping to scrounge a bed for the night, a scowling woman appears and says he can sleep on the floor, but declares that she hasn't a morsel of food in the place. ""In that case,"" says the traveller, ""I'll have to share what I've got with you."" And, taking an old, rusty, four-inch nail from his pocket, he starts to make . Nail Soup. In his delightful retelling of this trickster tale known throughout Scandinavia and Eastern Europe, Eric Maddern shows how a merry fellow can soften the heart of even a mean and grumpy woman. Paul Hess's post-modern illustrations combine to make a book that will bring a smile to the face of everyone who reads it.",10-12 tuổi
6256,Nail soup,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Nail-soup.jpg,19-2,54,Eric Maddern,Sách truyện thiếu nhi,10-12 tuổi,Lincoln Children's Books,"When a forest traveller knocks at a lonely cottage, hoping to scrounge a bed for the night, a scowling woman appears and says he can sleep on the floor, but declares that she hasn't a morsel of food in the place. ""In that case,"" says the traveller, ""I'll have to share what I've got with you."" And, taking an old, rusty, four-inch nail from his pocket, he starts to make . Nail Soup. In his delightful retelling of this trickster tale known throughout Scandinavia and Eastern Europe, Eric Maddern shows how a merry fellow can soften the heart of even a mean and grumpy woman. Paul Hess's post-modern illustrations combine to make a book that will bring a smile to the face of everyone who reads it.",10-12 tuổi
6261,Nancy Drew and the clue crew: pony problems,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Nancy-Drew-and-the-clue-crew-pony-problems.jpg,22-1,1,Carolyn Keene,Sách truyện thiếu nhi,10-12 tuổi,Aladdin,"A new petting zoo has opened in River Heights. Nancy, George, and Bess can't wait to check it out - the zoo has the cutest shetland pony named Buttons. And it looks like the Clue Crew won't have to wait very long to get a glimpse of Buttons - he keeps escaping from his pen and showing up all over town! He's getting pretty famous for eating the flowers in everyone's front lawns. As much as Nancy secretly wishes Buttons would turn up on her lawn, she knows it's important to make sure he stays put. The only trouble is, no one knows how he's getting out. Sounds like it's time for the Clue Crew to saddle up and settle this pony problem!",10-12 tuổi
6325,"Nest, nook and cranny",https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Nest-nook-and-cranny.jpg,21-3,39,Susan Blackaby,Sách truyện thiếu nhi,10-12 tuổi,Charlesbridge,"From tongue-in-cheek sonnets to lyrical free verse, this collection of poems explores the many kinds of home animals make for themselves. Readers will meet better-known animal dwellings like the spiderweb and the bird’s nest as well as the more unusual: a fawn’s thicket bed, a hare’s bowl-shaped ground nest, and a sea anemone’s ever-changing tide pool home. Readers experience different habitats - desert, grasslands, shoreline, wetland, and woodland - and the animals that build their dwellings there. 
 Jamie Hogan’s expressive line art complements this clever anthology. Back matter provides more information on the highlighted habitats, poetic forms, and the writing process.",10-12 tuổi
6332,Never trust a tiger,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Never-trust-a-tiger.jpg,17-1,90,Lari Don,Sách truyện thiếu nhi,7-9 tuổi,Barefoot Books,"As a merchant makes his way to the market, he comes across a beautiful tiger that has fallen down a hole. The merchant is kind enough to help the tiger out of the hole, but once he does, the tiger wants to eat him! The merchant doesn't think this is fair... but who is right and how can the merchant get away unscathed?",7-9 tuổi
6333,Never trust a tiger,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Never-trust-a-tiger.jpg,17-1,89,Lari Don,Sách truyện thiếu nhi,7-9 tuổi,Barefoot Books,"As a merchant makes his way to the market, he comes across a beautiful tiger that has fallen down a hole. The merchant is kind enough to help the tiger out of the hole, but once he does, the tiger wants to eat him! The merchant doesn't think this is fair... but who is right and how can the merchant get away unscathed?",7-9 tuổi
6354,Nick and the nasty knight,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Nick-and-the-nasty-knight.jpg,15-2,8,Ute Krause,Sách truyện thiếu nhi,7-9 tuổi,North-South Books,"Everyone’s afraid of the Nasty Knight. Everyone? Not quite. Nick has had enough of slaving away for the rich knight and one day he runs away. But what bad luck! Deep in the woods, he is captured by a gang of thieves. And they are naturally delighted with their catch. After all, robbers love a good kidnapping, but even more so, they love gold. Luckily, Nick knows just where the Nasty Knight keeps his treasure.",7-9 tuổi
6365,Night of the Zombie goldfish,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Night-of-the-Zombie-goldfish.jpg,21-1,47,Paul Harrison,Sách truyện thiếu nhi,10-12 tuổi,Scholastic,"Funny, light-hearted monster stories that are perfect for young readers, brought to us by the esteemed Dr. Roach.
 Judd Crank and his friend Zak are two ordinary boys, in an ordinary town, with some very ordinary goldfish. Judd never thought much about his pet fish, besides sometimes needing to feed them.
 But when a science experiment accidentally gets mixed in with their food, these regular pets start becoming a lot more interesting. With a series of bubbles and pops, the slimy fish start growing and changing. Then they step right out of their tank - and begin marching towards town.",10-12 tuổi
6369,Nina Nandu's nervous noggin,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Nina-Nandu_s-nervous-noggin.jpg,16-2,56,Barbara deRubertis,Sách truyện thiếu nhi,7-9 tuổi,Kane Press,"Nina Nandu has moved to a new neighborhood, and she does not want to go to a new school.",7-9 tuổi
6399,Nobody,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Nobody.jpg,15-2,35,Liz Rosenberg,Sách truyện thiếu nhi,7-9 tuổi,Roaring Brook Press,"When they decide to fix breakfast together, Nobody suggests chocolate meat loaf, but they settle on pancakes, and cook up a storm... and a mess. Eventually order is restored, and pancakes are served. And Nobody eats more than anybody. Filled with clever wordplay that tells a story true to so many children’s experience, Nobody will soon have many friends.",7-9 tuổi
6405,Nog and the land of noses,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Nog-and-the-land-of-noses.jpg,9-4,50,Bruce Whatley,Sách truyện thiếu nhi,7-9 tuổi,Scholastic,"ln the Land of Noses everybody’s nose did something special. Except for Nog.
 In this charming and quirky story Bruce Whatley plays with noses and their functions in the Land of Noses.
 There are running noses, picked noses, blocked noses… all kinds of noses!
 Nog thinks his nose just sits on his face and does nothing at all… until ‘trouble’ arrives and Nog smells it first.",7-9 tuổi
6406,Nog and the land of noses,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Nog-and-the-land-of-noses.jpg,12-4,52,Bruce Whatley,Sách truyện thiếu nhi,7-9 tuổi,Scholastic,"ln the Land of Noses everybody’s nose did something special. Except for Nog.
 In this charming and quirky story Bruce Whatley plays with noses and their functions in the Land of Noses.
 There are running noses, picked noses, blocked noses… all kinds of noses!
 Nog thinks his nose just sits on his face and does nothing at all… until ‘trouble’ arrives and Nog smells it first.",7-9 tuổi
6432,Not one damsel in distress,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Not-one-damsel-in-distress.jpg,19-3,23,Jane Yolen,Sách truyện thiếu nhi,10-12 tuổi,Silver Whistle,"These thirteen folktales have one thing in common: brainy, brawny, brave heroines - and not one damsel in distress! From Bradamante, the fierce female medieval knight, to Li Chi, the Chinese girl who slays a dreaded serpent and saves her town, these heroines use their cunning, wisdom, and strength to succeed.
 Drawing from diverse cultures around the world, renowned author Jane Yolen celebrates the smart, strong, and sassy heroines of legend and lore in a collection that will encourage bravery in every girl.",10-12 tuổi
6442,Nova's ark,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Nova_s-ark.jpg,22-3,17,David Kirk,Sách truyện thiếu nhi,10-12 tuổi,Scholastic,"A robot boy from the planet Roton, who wants to be just like his space-explorer father, decides to embark on an adventure of his own and jumps into a Glax Cruiser while on a class trip to the Space Center.",10-12 tuổi
6443,Now I can read 15 farm stories,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Now-I-can-read-15-farm-stories.jpg,11-4,26,Brown Watson,Sách truyện thiếu nhi,7-9 tuổi,Brown Watson,"These amusing two minute tales, with their large, clear tupe and colourful illustrations, are designed to encourage early reading skills. The 15 stories will gradually increase your child's vocabulary, as well as providing hours of pleasurable reading!",7-9 tuổi
6447,"Now, now Brown Cow",https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Now-now-Brown-Cow.jpg,17-1,86,Christine Moorcroft,Sách truyện thiếu nhi,7-9 tuổi,Evans Brothers,"Brown Cow says, ""Now, I'm going to town. I shall powder my nose, and put on a gown. I shall spend this pound that I found on the ground.""
 Brown Cow is determined, but the farmer has other ideas - will Brown Cow get the last laugh?",7-9 tuổi
6477,Odd bird out,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Odd-bird-out.jpg,14-4,13,Helga Bansch,Sách truyện thiếu nhi,7-9 tuổi,Gecko Press,"Robert is different from all other ravens. He is a happy bird. But when he laughs and tells jokes, the other birds don't like it at all.",7-9 tuổi
6481,Off the bench,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Off-the-bench.jpg,20-3,63,Jake Maddox,Sách truyện thiếu nhi,10-12 tuổi,Capstone Press,"There are five guys on the Wildcats who always start, and forward Daniel Friedland isn't one of them. But when the star forward goes on vacation, Daniel gets his chance at the spotlight. It's his turn to shine. Daniel has worked hard at improving his free throws, but he's terrible at layups, and everybody knows it. He'll need to work hard if he wants to be a starting Wildcat.",10-12 tuổi
6488,"Oh no Wibbly Pig, not a rabbit",https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Oh-no-Wibbly-Pig-not-a-rabbit.jpg,11-2,33,Mick Inkpen,Sách truyện thiếu nhi,7-9 tuổi,Hodder Children's Books,"A touching and imaginative story for every child who has dreamed of their perfect pet! Wibbly Pig and Scruffy Pig are worried that Big Pig's sister's friend will choose a really boring rabbit at the pet shop. Surely an elephant, a bear or a dinosaur would be much more exciting?",7-9 tuổi
6494,"Oh, nuts",https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Oh-nuts.jpg,7-1,4,Tammi Sauer,Sách truyện thiếu nhi,7-9 tuổi,Bloomsbury USA Childrens,"Cutesy, Blinky and Bob live in the zoo. But does anyone pay attention to them? No! All the zoo-goers are too busy gawking at gorillas, clicking cameras at the koalas, even staring at the sloth! That is, until these chipmunks concoct a full-on campaign to become the most popular animals in the zoo. But it won't be easy. No matter what our heroes try, it's hard to upstage exotic creatures like zebras and wallabies and poison dart frogs. And when this fame-hungry trio finally achieves the stardom they've been dreaming of, they may discover it's not all it was cracked up to be. Oh nuts!",7-9 tuổi
6501,Ol' Bloo's boogie-woogie band and blues ensemble,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Ol_-Bloo_s-boogie-woogie-band-and-blues-ensemble.jpg,19-3,10,Jan Huling,Sách truyện thiếu nhi,10-12 tuổi,Peachtree Publishing,"Ol’ Bloo Donkey is dreaming of retirement, but he’s got something different in mind than Farmer Brown.
 Ol’ Bloo has spent year after year hauling cotton and dreaming of the day when he could retire from the fields and become a honky-tonk singer. But when he overhears Farmer Brown’s ominously permanent retirement plan for him, Ol’ Bloo decides it’s time to hit the road. Brayin’ and hee-hawin’ his way toward the bright lights of New Orleans, Ol’ Bloo meets up with Gnarly Dog, One-Eyed Lemony Cat, and Rusty Red Rooster, all eager to join him for a lucrative second career. But when the ragtag quartet stumbles upon a tumbledown shack occupied by a band of thieves, their plans take a sudden and unexpected turn…",10-12 tuổi
6506,Old Robert and the sea-silly cats,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Old-Robert-and-the-sea-silly-cats.jpg,17-3,55,Barbara Joosse,Sách truyện thiếu nhi,7-9 tuổi,Philomel Books,"Old Robert has everything he needs. Nothing more, nothing less. Each and every day, he sails the sea, alone. And each and every night, he docks his boat and prepares his dinner, alone. Until one evening when he gets a very strange visitor: a dancing cat. There's no room in Old Robert's shipshape boat for a cat. But much to his surprise, he finds himself smiling a bit, and inviting the cat in for dinner. The following night another cat arrives, this one juggling. And once again, Old Robert surprisingly finds himself inviting the cat in to his home. Before long, Old Robert has a boatful of cats, singing and dancing and juggling. He still has everything he needs, but now he has so much more.",7-9 tuổi
6575,On the road to Tuapeka,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/On-the-road-to-Tuapeka.jpg,9-2,29,Ben Brown,Sách truyện thiếu nhi,7-9 tuổi,Scholastic,"Heka and Reka (both weka) catch a double-decker to Tuapeka! The two weka friends catch Possum Pete's double-decker bus on the road to Tuapeka... and along the way they pick up Hedgy Hog, Dodgy Dog and Whistling Frog. But when a strange little man in a caravan invites them to share his barbecue - they soon realise they are to be the barbecue, and skedaddle... all the way to Tuapeka.",7-9 tuổi
6599,One of a kind,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/One-of-a-kind.jpg,10-1,19,Ariel Winter,Sách truyện thiếu nhi,7-9 tuổi,Aladdin,"All the kids in Lysander Singleton’s class are either twins or triplets, which means Lysander Singleton is the only “only child” at Twin Oaks Elementary. He tries to do what he can to fit in - making photocopies of himself, or attempting to play games with the other kids - though his efforts are usually met with unfortunate results.
 But when it comes time for the schoolwide Twindividuation competition, a series of events meant to encourage individuality, Lysander quickly realizes that being the only “only child” does have its advantages - and that being unique isn’t such a bad thing after all.",7-9 tuổi
6615,"Oola, the owl who lost her hoot",https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Oola-the-owl-who-lost-her-hoot.jpg,11-3,13,Tim Bugbird,Sách truyện thiếu nhi,7-9 tuổi,Make Believe Ideas,"Oola the baby owl has such a energetic night that she loses her hoot, so she heads into the forest to find it again. Explore what happens in this beautifully illustrated story.",7-9 tuổi
6616,Oozey Octopus,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Oozey-Octopus.jpg,10-4,54,Suzanne Tate,Sách truyện thiếu nhi,7-9 tuổi,Nags Head Art,"Little known facts about a solitary, intelligent creature that surprises the scientific community.",7-9 tuổi
6632,"Orange you glad it's Halloween, Amber Brown?",https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Orange-you-glad-it_s-Halloween-Amber-Brown.jpg,12-1,68,Paula Danziger,Sách truyện thiếu nhi,7-9 tuổi,Live Oak Media,"Amber Brown and her classmates celebrate Halloween, while Amber wonders if her parents' arguing will ruin the holiday for her.",7-9 tuổi
6646,Oscar and the very hungry dragon,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Oscar-and-the-very-hungry-dragon.jpg,7-4,42,Ute Krause,Sách truyện thiếu nhi,7-9 tuổi,North-South Books,"It was time to feed the dragon a princess. But since no princess was available, the next best thing was to give him a child. All the children wrote their names on pieces of paper and put them in a hat. Then a name was pulled from the hat: Oscar! Oscar’s mom wept bitterly - what mother wouldn’t? But she should have known Oscar was far too clever to get eaten by an old dragon!",7-9 tuổi
6647,Oscar and the very hungry dragon,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Oscar-and-the-very-hungry-dragon.jpg,12-4,49,Ute Krause,Sách truyện thiếu nhi,7-9 tuổi,North-South Books,"It was time to feed the dragon a princess. But since no princess was available, the next best thing was to give him a child. All the children wrote their names on pieces of paper and put them in a hat. Then a name was pulled from the hat: Oscar! Oscar’s mom wept bitterly - what mother wouldn’t? But she should have known Oscar was far too clever to get eaten by an old dragon!",7-9 tuổi
6718,Paragraph writing,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Paragraph-writing.jpg,29-1,20,Dorothy Zemach,Sách học và hoạt động,Tiếng Anh (Từ 13 tuổi trở lên),Macmillan Education,Paragraph Writing takes students from sentence formation to paragraph writing through a process approach. This not only develops students’ paragraph writing skills but also encourages them to become independent and creative writers.,Từ 13 tuổi trở lên
11337,Paragraph writing,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Paragraph-writing.jpg,29-1,19,Dorothy Zemach,Sách học và hoạt động,Tiếng Anh (Từ 13 tuổi trở lên),Macmillan Education,Paragraph Writing takes students from sentence formation to paragraph writing through a process approach. This not only develops students’ paragraph writing skills but also encourages them to become independent and creative writers.,Từ 13 tuổi trở lên
6889,Pirates go to school,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Pirates-go-to-school.jpg,18-4,12,Corinne Demas,Sách truyện thiếu nhi,7-9 tuổi,Orchard Books,"A funny rhyming story about the silly things pirates do when they go to school.
 Pirates and their parrots go to school, and it's time to hang up their swords and have fun. They learn reading and math, and they bring pirate treasure for show-and-tell. For pirates, going to school is as much fun as a game of ""walk the plank""!",7-9 tuổi
7022,Prepare for IELTS: academic practice tests,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Prepare-for-IELTS-general-training-practice-tests.jpg,29-1,43,Penny Cameron,Sách học và hoạt động,Tiếng Anh (Từ 13 tuổi trở lên),Insearch Education and International Programs Office,"Academic Practice Tests will help you prepare for the Academic module of the IELTS test by identifying problem areas and familiarising yourself with the test format. Containing five practice tests, the book includes full transcripts and answer key and has been extensively tested in IELTS preparation classes.",Từ 13 tuổi trở lên
7023,Prepare for IELTS: general training practice tests,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Prepare-for-IELTS-academic-practice-tests.jpg,29-1,42,Penny Cameron,Sách học và hoạt động,Tiếng Anh (Từ 13 tuổi trở lên),Insearch Education and International Programs Office,"""General Training Practice Tests will help you prepare for the General Training module of the IELTS test by identifying problem areas and familiarising you with the test format. Containing five practice tests and written by IELTS experts, the book includes full transcripts and answer key and has been extensively tested in IELTS preparation classes.",Từ 13 tuổi trở lên
7044,Primary writing: book A,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Primary-writing-book-A.jpg,28-2R,8,RIC Publications,Sách học và hoạt động,Tiếng Anh (10-12 tuổi),RIC Publications,"Primary writing teacher resource is designed to provide opportunities for students to read, examine and write a variety of text types including narratives, recounts, procedures, reports, explanations, expositions",10-12 tuổi
7045,Primary writing: book A,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Primary-writing-book-A.jpg,28-2R,7,RIC Publications,Sách học và hoạt động,Tiếng Anh (10-12 tuổi),RIC Publications,"Primary writing teacher resource is designed to provide opportunities for students to read, examine and write a variety of text types including narratives, recounts, procedures, reports, explanations, expositions",10-12 tuổi
7312,Revised primary English: book 3,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Revised-primary-English-book-3.jpg,29-1,46,Preston,Sách học và hoạt động,Tiếng Anh (Từ 13 tuổi trở lên),Preston,"Revised Primary English is a complete revision course for primary pupils. In this digital age of Internet, English has become the foremost language of communication and knowledge. Do not be left behind. Master the English language. Topics covered in this book include: 1. Language use and grammar, 2. Comprehension, 3. Vocabulary practice and lists, 4. Cloze passages, 5. Editing for spelling, punctuation and grammar, 6. Synthesis / transformation, 7. Functional and continuous writing.",Từ 13 tuổi trở lên
7444,Safety first: at school,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Safety-first-at-school.jpg,26-3,8,Helena Attlee,Children's reference,Daily living,Franklin Watts,Advises children how to avoid accidents while at school.,10-12 tuổi
7552,School for bandits,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/School-for-bandits.jpg,12-1,23,Hannah Shaw,Sách truyện thiếu nhi,7-9 tuổi,Jonathan Cape,"Mr and Mrs Raccoon are terribly worried about their son Ralph. He looks like all the other raccoons, but his behaviour is just awful: he's polite, thoughful, kind and he even says please and thank you!
 It's time to send Ralph to the School for Bandits, where he can learn to be bad. But perhaps Ralph has a thing or two to teach his classmates.",7-9 tuổi
7553,School for princes,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/School-for-princess.jpg,19-3,18,Jamila Gavin,Sách truyện thiếu nhi,10-12 tuổi,Frances Lincoln Children's Books,"How can a king knock some sense into his silly sons so that they grow up sensible young men? A wise man tells the king that he can do the job in six weeks. Every time one of the boys says or does something rash, the sage will put him back on the straight and narrow by telling him a cautionary tale - the story of a proud hare, or perhaps an owl, or a crown. This collection of fables, known as the Panchatantra and familiar all over Asia, were first told, then written down in Sanskrit over 2,000 years ago. Jamila Gavin brings them alive for modern readers by telling the story of the wise man and the young princes as original stories framing the classic animal fables. The result is a powerful and unique vision of this classic Indian work.",10-12 tuổi
7554,School is cool,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/School-is-cool.jpg,9-2,60,Sowmya Rajendran,Sách truyện thiếu nhi,7-9 tuổi,Tulika,"""It's time to get ready for school and the little girl in this book is still in a world of dreams - of tigers, elephants, the sea... And as she tries to hurry up, her grandmother tells her the secret of what made her father go to school.""",7-9 tuổi
