S/N,Title,Images,Shelflist,Position,Author,Category,SubCategory,Publisher,Description,Tags
6235,My uncles and aunts,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/My-uncles-and-aunts.jpg,26-3,080,Thessaly Catt,Sách tham khảo,Cuộc sống thường ngày,"Group, Inc",Readers explore the roles of aunts and uncles and how they are related within the extended family unit.,10-12 tuổi
6287,National Geographic Kids: ugly animals,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/National-Geographic-Kids-ugly-animals.jpg,23-3,034,Laura Marsh,Sách tham khảo,Động vật,National Geographic Kids,"Sometimes, the uglier, the better! In this level 2 reader, young readers will meet the ugliest of animals. Follow these funny-looking creatures and learn how their strange looks help them in the wild. Interesting photos and carefully leveled text make this book perfect for reading aloud or for independent reading.",10-12 tuổi
6351,Newts,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/newts.jpg,23-5,9,Molly Kolpin,Sách tham khảo,Động vật,Capstone Press,"Newts have short legs and rough, poisonous skin. Learn more about these long tailed amphibians in Newts.",10-12 tuổi
6386,No more kisses,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/no-more-kisses.jpg,11-3,033,Margaret Wild,Sách truyện thiếu nhi,7-9 tuổi,Little Hare Books,"Baby is being chased around the garden by his friends. As they try to catch him through any roly-poly, wriggly-squiggly way they can, Baby tries to escape—he's had enough of kisses and cuddles! As he squirms and wriggles and runs away through a maze of obstacles, his friends are always in hot pursuit. This delightful cumulative story is full of twists and turns and accompanied by bright pictures and fun text patterns.",7-9 tuổi
6402,Nocturnal animals: hedgehogs,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Nocturnal-animals-hedgehogs.jpg,23-6,69,Mary Dunn,Sách tham khảo,Động vật,Capstone Press,"Sniffing for food, hedgehogs find tasty treats in the dark. These forest animals are adapted to life at night. Learn more about these spiny nocturnal animals in Hedgehogs.",10-12 tuổi
6403,Nocturnal animals: raccoons,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Nocturnal-animals-raccoons.jpg,24-2,11,Angelique Johnson,Sách tham khảo,Động vật,Capstone Press,"Walking in the shadows, raccoons can be hard to see. These masked animals are adapted to life in the dark. Learn more about these furry nocturnal animals in Raccoons.",10-12 tuổi
6416,Nonna tell me a story,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Nonna-tell-me-a-story.jpg,10-1,007,Lidia Bastianich,Sách truyện thiếu nhi,7-9 tuổi,Running Press Kids,"America's favorite Italian-American cook, Lidia Bastianich, shares the story of the Christmases she used to celebrate in Italy with her five grandchildren.",7-9 tuổi
6461,Ocean explorer,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Ocean-explorer.jpg,24-2,10,Angela Royston,Sách tham khảo,Động vật,A&C Black,Dive into a strange new world! Look out for… Dangerous sharks and stinging jellyfish. Strange sea creatures with five arms or eight legs. Wonderful and weird plants and animals.,10-12 tuổi
6474,Odd animal helpers,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Odd-animal-helpers.jpg,23-6,54,Gabrielle Reyes,Sách tham khảo,Động vật,Scholastic US,"Everyday, countless animals and plants work together in unique ways. Although some of these symbiotic relationships are unexpected, like a large rhinoceros needing the help of a small bird, all of them are essential for the animal's survival.This reader will provide a basic introduction to a variety of symbiotic relationships, including those in which only one side benefits.",10-12 tuổi
6475,Odd animal helpers,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Odd-animal-helpers.jpg,23-6,84,Gabrielle Reyes,Sách tham khảo,Động vật,Scholastic US,"Everyday, countless animals and plants work together in unique ways. Although some of these symbiotic relationships are unexpected, like a large rhinoceros needing the help of a small bird, all of them are essential for the animal's survival.This reader will provide a basic introduction to a variety of symbiotic relationships, including those in which only one side benefits.",10-12 tuổi
6497,Okapi,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/okapi.jpg,23-6,18,Sara Antill,Sách tham khảo,Động vật,Windmill Books,"Once called the African unicorn, the okapi was unknown outside of Africa until just around 1 years ago, and many children are still unfamiliar with this amazing creature. The okapi is most closely related to the giraffe, but also has stripes like a zebra. This book introduces readers to this unusual animal, as well as its many unique features, like a tongue that is long enough to clean its ears!",10-12 tuổi
6498,Okapi,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/okapi.jpg,23-5,46,Sara Antill,Sách tham khảo,Động vật,Windmill Books,"Once called the African unicorn, the okapi was unknown outside of Africa until just around 1 years ago, and many children are still unfamiliar with this amazing creature. The okapi is most closely related to the giraffe, but also has stripes like a zebra. This book introduces readers to this unusual animal, as well as its many unique features, like a tongue that is long enough to clean its ears!",10-12 tuổi
6511,Oliver and the noisy baby,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/oliver-and-the-noisy-baby.jpg,17-2,027,Mara Bergman,Sách truyện thiếu nhi,7-9 tuổi,Hachette Children's Group,"Oliver's baby sister won't stop crying. Oliver gets in his plane and travels to distant lands to get away from the noise. But wherever he goes, there are babies crying. Oliver wonders if back home HIS sister might need him so he flies back to cuddle her to sleep!",7-9 tuổi
6571,On the night you were born,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/on-the-night-you-were-born.jpg,12-1,080,Nancy Tillman,Sách truyện thiếu nhi,7-9 tuổi,Feiwel and Friends,"On the night you were born, the moon smiled with such wonder that the stars peeked in to see you and the night wind whispered. ""Life will never be the same."" On the night you were born, the whole world came alive with thanksgiving. The moon stayed up till morning. The geese flew home to celebrate. Polar bears danced. On the night you were born you brought wonder and magic to the world. Here is a book that celebrates you. It is meant to be carried wherever life takes you, over all the roads, through all the years.",7-9 tuổi
6583,"One city, two brothers",https://lotuscommunity.org.vn/wp-content/uploads/2021/04/One-city-two-brothers.jpg,10-1,004,Chris Smith,Sách truyện thiếu nhi,7-9 tuổi,Barefoot Books,"A folktale heard in synagogues, mosques and churches across Near East and beyond, the story of how the city of Jerusalem came to be has been passed along for hundreds of years. In this gorgeously illustrated book, storyteller Chris Smith shows how two brothers find peace by seeing themselves in each other.",7-9 tuổi
6629,Orange animals,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/orange-animals.jpg,24-1,91,Melissa Stewart,Sách tham khảo,Động vật,Enslow Elementary,ORANGE ANIMALS allows new readers to read simple text that corresponds to the photo on the facing page. The titles in the ALL ABOUT A RAINBOW OF ANIMALS series help beginning readers practice their reading skills while they enjoy stunning color photographs of many animal species.,10-12 tuổi
6710,Papa's little penguin,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Papa_s-little-penguin.jpg,13-1,006,Anna Pignataro,Sách truyện thiếu nhi,7-9 tuổi,Scholastic Australia,"In a white peppermint world as far as the eye could see lived Papa Penguin and Little Penguin . . . Like all small children, Little Penguin loves being with his daddy. But when Papa Penguin goes fishing, Little Penguin discovers independence he never knew he had. Nothing could be more comforting, though, than when Papa comes home and together they call the stars in, one by one.",7-9 tuổi
6746,Peacocks,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Peacocks.jpg,23-6,72,Mandy Marx,Sách tham khảo,Động vật,Capstone Press,A fan of feathers causes quite a stir! Peacocks are known for their dazzling green and blue feathers. Read Peacocks to find out why male peacocks have the brightest colors.,10-12 tuổi
6795,Peregrine falcon,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/peregrine-falcon.jpg,23-2,78,Natalie Lunis,Sách tham khảo,Động vật,Bearport Publishing,"The peregrine falcon is the fastest animal in the world. It can fly at a speed of 68 miles per hour, and it can dive through the air at an even more amazing speed: 200 miles per hour! The falcons make these high-speed dives in order to catch other birds for food. They attack their prey in midair! These are just some of the fascinating facts kids will discover in the thrilling world of these swift birds of prey. Eye-popping photos and clear, easy-to-read text will engage emergent readers as they discover the anatomical features that help peregrine falcons reach fast speeds. A ""Speed-o-Meter"" graphic compares the peregrine falcons top speed to that of fastballs and roller coasters.",10-12 tuổi
6802,Perky poodles,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Perky-poodles.jpg,23-3,66,Pam Scheunemann,Sách tham khảo,Động vật,Super Sandcastle,"Let's learn about dogs! This title takes the popular canine breed Poodles and colorfully presents their facial features, body basics, personalities and more! This book also includes a checklist to help early to fluent readers decide what kind of dog is right for them. Illustrations reveal interesting details about the history and legends surrounding the Poodle. Readers both young and old will find this informative book fun and fascinating! Perky Poodles is excellent for school, library or at home use.",10-12 tuổi
6852,Pigs and hogs,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/pigs-and-hogs.jpg,23-5,72,Steven Otfinoski,Sách tham khảo,Động vật,Cavendish Square Publishing,Young readers will find everything they want to know in these informative books about a wide variety of animals,10-12 tuổi
6859,Pika: life in the rocks,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Pika-life-in-the-rocks.jpg,23-5,3,Tannis Bill,Sách tham khảo,Động vật,"The pika survives where life is rocky. A male pika scurries across a stone pile high in the mountains. He nips leafy twigs off bushes and piles them in the shelter of a rocky den. This hamster-size cousin of the rabbit builds a hay pile as big as a bathtub. In the winter, he feeds on his hay pile, tunnels through the snow for lichens, and pops out for low-growing plants. The story of how the pika avoids predators, survives the cold, and sings for a mate will enthrall young readers. Tannis Bill's simple text makes the true story of the pika accessible to all. Jim Jacobson's stunning photographs capture the pika in the act of living naturally.","The pika survives where life is rocky. A male pika scurries across a stone pile high in the mountains. He nips leafy twigs off bushes and piles them in the shelter of a rocky den. This hamster-size cousin of the rabbit builds a hay pile as big as a bathtub. In the winter, he feeds on his hay pile, tunnels through the snow for lichens, and pops out for low-growing plants. The story of how the pika avoids predators, survives the cold, and sings for a mate will enthrall young readers. Tannis Bill's simple text makes the true story of the pika accessible to all. Jim Jacobson's stunning photographs capture the pika in the act of living naturally.",10-12 tuổi
6934,Poison dart frog,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/poison-dart-frog.jpg,23-5,47,Willow Clark,Sách tham khảo,Động vật,Windmill Books,"Croak! Dont touch these brightly colored frogs. This book introduces readers to these tropical frogs that secrete venom through their skin. As the photographs show, their colors are striking, but these are definitely some frogs that you wouldnt want to kiss!",10-12 tuổi
6938,Polar bears,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/polar-bears.jpg,24-1,59,Elaine Landau,Sách tham khảo,Động vật,Enslow Elementary,"An introduction to polar bears, including habitat, eating habits, mating, babies, and conservation.",10-12 tuổi
6940,Polar bears on the hunt,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Polar-bears-on-the-hunt.jpg,23-6,83,Jody Sullivan Rake,Sách tham khảo,Động vật,Capstone Press,"What features help polar bears survive the cold? Why do they hibernate? Discover the answers to these questions and learn other fascinating facts about polar bears. From their habitat to their physical characteristics and behavior, explore the incredible lives of these top predators!",10-12 tuổi
6942,Poles apart: life at the ends of the Earth,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Poles-apart-life-at-the-ends-of-the-Earth.jpg,23-5,48,Mark Norman,Sách tham khảo,Động vật,Black Dog Books,"Have you ever watched a movie where a penguin meets a polar bear? Dr Mark Norman destroys this myth in this fascinating visual comparison of the North Pole and the South Pole. This is non-fiction for kids, with personality plus.",10-12 tuổi
7004,Prairie dogs: tunnel diggers,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Prairie-dogs-tunnel-diggers.jpg,23-5,54,Lynn George,Sách tham khảo,Động vật,PowerKids Press,"Readers are given a peek at the amazing underground world of the prairie dog. The interconnected tunnels of a prairie dog colony can extend for miles. Students will find out everything they ever wanted to know about this sociable squirrel relative and their amazing tunnels through fact-filled, inviting text and awesome full-color imagery.",10-12 tuổi
7008,Predator versus prey: dolphin versus fish,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/Predator-versus-prey-dolphin-versus-fish.jpg,24-1,4,Mary Meinking,Sách tham khảo,Động vật,Raintree,This book shows readers the battle that occurs when a dolphin tries to eat a fish.,10-12 tuổi
11008,When mama can't sleep,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/When-mama-can_t-sleep.jpg,17-1,100,Christa Kempter,Sách truyện thiếu nhi,7-9 tuổi,NorthSouth Books,"What happens late at night when mama can't sleep?
 Take these rough and tumble tiny books where ever you go! Tuff Books are tear-resistant, easy to clean, and completely safety tested and approved for tiny tuff readers!",7-9 tuổi
11009,When mama can't sleep,https://lotuscommunity.org.vn/wp-content/uploads/2021/04/When-mama-can_t-sleep.jpg,17-1,099,Christa Kempter,Sách truyện thiếu nhi,7-9 tuổi,NorthSouth Books,"What happens late at night when mama can't sleep?
 Take these rough and tumble tiny books where ever you go! Tuff Books are tear-resistant, easy to clean, and completely safety tested and approved for tiny tuff readers!",7-9 tuổi
