S/N,Title,Images,Shelflist,Position,Author,Category,SubCategory,Publisher,Description,Tags
4784,Kitchen wit,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Kitchen-wit.jpg,28-3,069,Jane Brook,Sách về cách sống,Hài hước,Summersdale Publishers,"Cooking is like love. It should be entered into with abandon or not at all' Harriet van Horne'I tried boiling pigs' feet once, but I couldn't get the pig to stand still' Groucho MarxCooks, imbibers and gourmands will savour every mouthful of this feast of wit. With a menu that includes chefs, food writers and classic Hài hướcists, you'll be laughing from breakfast to supper and coming back for seconds.",Từ 13 tuổi trở lên
4786,Kitten smitten,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Kitten-smitten.jpg,34-2,024,Anna Wilson,Sách truyện người lớn,Thực tế,"Macmillan Children's Books
","Bertie Fletcher is back! She's happier than a cat who's got the custard when she gets Jaffa, her very own beautiful marmalade kitten. Even Dad seems to have come to terms with the whole pet-owning thing. But then the horrendously over-perfect Meerley family arrives on the scene and Jaffa is caught in a tug-of-love between them and Bertie. Who will Jaffa decide she wants to live with? May the best family win!

The sequel to kitten kaboodle, this is another funny and heart-warming story about a kitten with lashings of cattitude!",Từ 13 tuổi trở lên
4797,Kitty corner,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Kitty-corner.jpg,29-4R,019,Ellen Miles,Sách về sở thích,Thú cưng,Scholastic,"From the bestselling author of the puppy place

Mia and Michael Battelli want a pet more than anything. And a cuddly cat or kitten would be perfect for their small brownstone apartment. But their parents aren't sure Mia and Michael are ready for the responsibility.

Then Mia spots a tiny calico foraging for food. Callie doesn't seem to belong to anyone - and she's hurt. Mia can't just leave her to fend for herself! But what if she can't convince her parents to keep the sweet little kitten? Will Callie ever find a home?",10-12 tuổi
4927,Lemony Snicket: shouldn't you be in school?,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Lemony-Snicket-shouldn_t-you-be-in-school.jpg,33-5,025,Lemony Snicket,Sách truyện người lớn,Phiêu lưu,Little Brown Books for Young Readers,The eagerly anticipated third book in the series All The Wrong Questions. Do you smell smoke? Young apprentice Lemony Snicket is investigating a case of arson but soon finds himself enveloped in the ever-increasing Bí ẩn that haunts the town of Stain’d-by-the-Sea.Who is setting the fires? What secrets are hidden in the Department of Education? Why are so many schoolchildren in danger? Is it all the work of the notorious villain Hangfire? How could you even ask that? What kind of education have you had?Maybe you should be in school.,Từ 13 tuổi trở lên
4929,Leo Da Vinci versus the ice cream domination league,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Leo-Da-Vinci-versus-the-ice-cream-domination-league.jpg,33-5,013,Michael Pryor,Sách truyện người lớn,Phiêu lưu,Random House Australia,"From the author of the Laws of Magic series comes a new series for boys that reimagines the famous inventor and artist Leonardo da Vinci as a 10-year-old boy living in our century

And what would that Leo do? Of course, he’d use his genius for good by starting a Fixit company to save the world from evildoers like Wild Wilbur and the Ice-cream Domination League, along with his sidekicks (a robot and a talking pig) and with the help of a girl from school who insists on tagging along whether Leonardo likes it or not. This is lots of fun, with plenty of out-there superhero and supervillain craziness, combined with the normal stuff of family, friends, and homework.",Từ 13 tuổi trở lên
4935,Leonardo da Vinci,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Leonardo-da-Vinci.jpg,32-1,060,Mary Pope Osborne,Sách truyện người lớn,Thực tế,Random House Children's Books,"The number 1 bestselling chapter book series of all time celebrates 25 years with new covers and a new, easy-to-use numbering system! Getting the facts behind the fiction has never looked better. Track the facts with Jack and Annie!!

When Jack and Annie got back from their Phiêu lưu in Magic Tree House Merlin Mission #10: Monday with a Mad Genius, they had lots of questions. Why was Leonardo da Vinci interested in flight? What are some of his most famous painting? Did he really keep noteboooks just like Jack? What do scientists today think of his ideas? Find out the answers to these questions and more as Jack and Annie track the facts.

Filled with up-to-date information, photos, illustrations, and fun tidbits from Jack and Annie, the Magic Tree House Fact Trackers are the perfect way for kids to find out more about the topics they discovered in their favorite Magic Tree House Phiêu lưus. And teachers can use Fact Trackers alongside their Magic Tree House fiction companions to meet common core text pairing needs.

Did you know that there’s a Magic Tree House book for every kid?

Magic Tree House: Phiêu lưus with Jack and Annie, perfect for readers who are just beginning chapter books
Merlin Missions: More challenging Phiêu lưus for the experienced reader
Super Edition: A longer and more dangerous Phiêu lưu
Fact Trackers: Nonfiction companions to your favorite Magic Tree House Phiêu lưus

Have more fun with Jack and Annie at MagicTreeHouse.com!",Từ 13 tuổi trở lên
4969,Lex Trent versus the gods,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Lex-Trent-versus-the-gods.jpg,34-5,059,Alex Bell,Sách truyện người lớn,Tưởng tượng,Headline,"A quirky and original comic Tưởng tượng from talented Gollancz author Alex Bell

Law student Lex Trent's world is inhabited by fearsome magicians, ageing crones and a menagerie of Gods and Goddesses. And while Lex is seemingly dedicated to his legal studies he's always enjoyed a challenge - which is why he leads a double life as the notorious cat burglar 'The Shadowman' who has been (luckily) evading capture for years.

But Lex's luck is about to run out because the Goddess of Fortune has selected him to be her player in the highly dangerous Games. Losing is not an option for Lex (particularly as it so often involves dying) but can he really win each of the perilous rounds? Given that the reward for doing so is money, fame and glory - all things that Lex is quite keen on - he's going to do whatever it takes to make sure he will... and he's certainly got good experience of cheating.",Từ 13 tuổi trở lên
5179,Lob,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Lob.jpg,32-4,086,Linda Newbery,Sách truyện người lớn,Tưởng tượng,David Fickling Books,"You have to be a special person to see Lob, that's what Grandpa Will says. Lucy's parents don't believe he exists, but Lucy does. And she's delighted when she finally catches sight of the Green Man in Grandpa's garden.

Then something awful happens, and Lucy feels that her life has turned upside-down. Back at home in London, she wonders whether she'll ever see Lob again. Will he come and find her?

Linda Newbury, with the vivid embroidery of Pam Smy's illustrations, has conjured a real green man right out of the woods and stories of legend.",Từ 13 tuổi trở lên
5187,Lola and the boy next door,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Lola-and-the-boy-next-door.jpg,33-6,015,Stephanie Perkins,Sách truyện người lớn,Lãng mạn,Speak,"Lola Nolan is a budding costume Thiết kếer, and for her, the more outrageous, sparkly, and fun the outfit, the better. And everything is pretty perfect in her life (right down to her hot rocker boyfriend) until the Bell twins, Calliope and Cricket, return to the negihborhood. When Cricket, a gifted inventor, steps out from his twin sister's shadow and back into Lola's life, she must finally reconcile a lifetime of feelings for the boy next door.",Từ 13 tuổi trở lên
5197,London deep,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/London-deep.jpg,32-2,041,Robin Price,Sách truyện người lớn,Khoa học,Mogzilla,"Part graphic novel and part Phiêu lưu tale, this Tưởng tượng that takes place in the near future follows a spunky heroine living in a flooded London where rival police forces compete to keep the peace. Jemima Mallard doesn't have time to worry about the fact that the city has been sinking ever since the climate upgrade - she's having a bad day. Her boyfriend knocks her off a pier, some hooded youths scuttle her houseboat, and she loses two tanks of precious air that were gifts from her father. Even worse, the Youth Police accuse her of being mixed up with a criminal named Father Thames and her father - the Chief Inspector of the Adult Police - can't seem to fix the error. Ideal for manga fans and reluctant readers, this copiously illustrated story explores environmental themes in an accessible and exciting manor.",Từ 13 tuổi trở lên
5254,Lost for words,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Lost-for-words.jpg,33-3,070,Alice Kuipers,Sách truyện người lớn,Thực tế,HarperTeen,"My New Year's resolution: I'm moving on from everything that's happened. I'm not going to talk about it, think about it, let the memory pounce upon me like a waiting tiger, nothing.

All Sophie wants to do is forget. But it's not easy now that everything's changed. The house feels too big, school drags on for too long, lights are too bright, the room spins, and her hands get sweaty for no reason. And she can't remember why she was ever best friends with Abigail, who is obsessed with parties and boys. Only the new girl, Rosa-Leigh, with her prose poems and utter confidence, might understand. But talking to her seems impossible.

Lost in memories of the life she once had, Sophie retreats into herself. But there's only so long she can keep everything bottled up inside before she explodes. Maybe by confronting the tragedy of her past she'll figure out how to fix her future.",Từ 13 tuổi trở lên
5365,Maggie Malone gets the royal treatment,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Maggie-Malone-gets-the-royal-treatment.jpg,32-1,003,Jenna McCarthy,Sách truyện người lớn,Phiêu lưu,Sourcebooks Young Readers,"When Maggie Malone puts on her (mostly) magical boots, she's transformed into the beautiful, famous Princess Wilhelmina of Wincastle. Maggie gets to spend a whole day in Princess Mimi's royally awesome shoes sipping tea and waving to fans at the Wedding of the Century. But Maggie doesn't count on Mimi's jealous cousin, Princess Penelope, trying to sabotage her every move!",Từ 13 tuổi trở lên
5409,Make your own art: drawing,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Make-your-own-art-drawing.jpg,31-3,042,Sally Henry,Sách về sở thích,Vẽ và màu,PowerKids Press,This guide present a basic guide to drawing for young readers.,Từ 13 tuổi trở lên
5448,Manolito Four-Eyes: the 3rd volume,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Manolito-Four-Eyes-the-3rd-volume.jpg,33-6,058,Elvira Lindo,Sách truyện người lớn,Phiêu lưu,Two Lions,The third book about a ten-year-old boy’s misPhiêu lưus in Spain.,Từ 13 tuổi trở lên
5461,Marco,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Marco.jpg,33-6,036,Mike Esplen,Sách truyện người lớn,Phiêu lưu,Macmillan Leaders,"Marco is young and bored. He dislikes working on his father's farm, picking and packing boxes of peaches all day in the hot sun. He wants freedom, money and excitement. One weekend, he decides to leave home. He takes a train to the city, but he is not prepared for what he finds there.",Từ 13 tuổi trở lên
5524,Masterpiece,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Masterpiece.jpg,34-5,066,Elise Broach,Sách truyện người lớn,Phiêu lưu,Henry Holt & Company,"Marvin lives with his family under the kitchen sink in the Pompadays’ apartment. He is very much a beetle. James Pompaday lives with his family in New York City. He is very much an eleven-year-old boy. After James gets a pen-and-ink set for his birthday, Marvin surprises him by creating an elaborate miniature drawing. James gets all the credit for the picture and before these unlikely friends know it they are caught up in a staged art heist at the Metropolitan Museum of Art that could help recover a famous drawing by Albrecht Dürer. But James can’t go through with the plan without Marvin’s help. And that’s where things get really complicated (and interesting!). This fast-paced Bí ẩn will have young readers on the edge of their seats as they root for boy and beetle.",Từ 13 tuổi trở lên
5635,Melvin Beederman superhero: the fake cape caper,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Melvin-Beederman-superhero-the-fake-cape-caper.jpg,33-6,050,Greg Trine,Sách truyện người lớn,Bí ẩn,Square Fish,"When Melvin goes to Las Vegas for the Superhero's Convention, Candace is left in charge of Los Angeles. Between the horrible bullies at school and the devious and sinister Spaz brothers (Major and his brother, Big), Candace has her hands very full. And someone has stolen her cape! How will she stop all the bad guys before the city is overrun with crime?

The super-sidekick gets her turn in the spotlight in this fifth hilarious book in the Melvin Beederman series.",Từ 13 tuổi trở lên
5667,Michael Jackson: the king of pop,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Michael-Jackson-the-king-of-pop.jpg,33-4,098,Carl Hart,Sách truyện người lớn,Thực tế,Macmillan Education,"Michael Jackson changed the face of modern rock music and dance. Almost 20 years after it was first produced, Thriller remains the best-selling album of all time. This Macmillan Biography looks at Jackson's early life from his emergence as a child star with the Jackson 5 to the height of his career as international and controversial superstar.",Từ 13 tuổi trở lên
5677,Middlesex,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Middlesex.jpg,32-4,066,Jeffrey Eugenides,Sách truyện người lớn,Phiêu lưu,"Farrar, Straus and Giroux",A dazzling triumph from the bestselling author of The Virgin Suicides - the astonishing tale of a gene that passes down through three generations of a Greek-American family and flowers in the body of a teenage girl.,Từ 13 tuổi trở lên
5733,Mini graphics,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Minnow-on-the-Say.jpg,31-2,027,Wang Shaoqiang,Sách về sở thích,Thiết kế,Promopress,An eye-catching and visually effective graphies des not necessarily have to be a big bold Thiết kế statement as demonstrated by the book Mini Graphics a tuning presentation of quirky innovative graphics in a mini format. A smala yet Wel executed graphic in a limited space can enhance the look and quality of an iconic Thiết kế infinitely maximising its visual impact. Today the fact-paced evolution in technology and tools has affected many aspects of graphic Thiết kế.,Từ 13 tuổi trở lên
5744,Minnow on the Say,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Minnow-on-the-Say.jpg,34-3,021,Philippa Pearce,Sách truyện người lớn,Phiêu lưu,Oxford,"It's a great discovery. Right there, at the bottom of the garden, bobbing on the river, is a canoe. The Minnow. David can't help wishing he could keep her . . .

The Minnow leads him to Adam, and an extraordinary summer begins. Armed with a mysterious, ancient clue, the two boys set out along the river by boat. They're determined to find the legendary lost treasure, hidden by one of Adam's ancestors hundreds of years before.

But they are not the only people looking for treasure, and soon they are caught in a dangerous race against time . . .",Từ 13 tuổi trở lên
5785,"Modern fairies, dwarves, goblins and other nasties",https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Modern-fairies-dwarves-goblins-and-other-nasties.jpg,33-2,016,Lesley Blume,Sách truyện người lớn,Tưởng tượng,"Knopf Books for Young Readers
","Perhaps you think fairies are figments of the imagination, or even relics of an ancient past. You may even think all fairies are lovely winged creatures, who dance in bluebell fields, granting wishes to anyone who should encounter them. 
You would be wrong on all counts. 
Fairies are very much alive today, and they are everywhere - in our cities, our backyards, and even our kitchen cupboards. Some of them are indeed the sweet-tempered, winged creatures of folklore, but the fairy family also includes goblins, trolls, brownies, and other strange creatures, some of which are revealed to humans in this book for the very first time. While many fairy breeds are harmless, others can be quite nasty or even dangerous.
In this luxuriously illustrated guidebook, preeminent fairy expert Miss Edythe McFate shares her knowledge of the modern fairy world and includes practical advice on matters such as how to tell a good fairy from a bad one, how to spot a “fairy ring,” how to tell the difference between dwarves and trolls (one species isfar deadlier than the other), and how to defend against fairies who would do you harm. Also included are eight true cautionary tales about children who have encountered fairies in ultramodern New York City.
You would be wise to read closely, lest you find yourself in your own fairy encounter, for as Miss Edythe McFate reminds us, “Forewarned is forearmed.”",Từ 13 tuổi trở lên
5799,Monet,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Monet.jpg,31-2,034,Parkstone Press,Sách về sở thích,Thiết kế,Parkstone Press,"A beautiful display of Impressionist work, Mega Square

Monet explores the extraordinary paintings of one of the masters of 19th century. Monet’s rapid brushstroke style in landscapes and scenes from everyday life illustrates his overall fascination with light and colour.The size of this book makes it an ideal gift for those interested in Sách học và hoạt động about the Impressionist movement.",Từ 13 tuổi trở lên
5855,Moone Boy: the blunder years,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Moone-Boy-the-blunder-years.jpg,33-4,002,Chris O'Dowd,Sách truyện người lớn,Phiêu lưu,Square Fish,"Welcome to the world of Martin Moone and his not-so-vast imagination

Martin Moone is eleven and completely fed up with being the only boy in a family of girls. He's desperate for a decent wingman to help him navigate his idiotic life. So when best mate Padraic suggests Martin get an imaginary friend - or ""IF"" for short - he decides to give it a go.",Từ 13 tuổi trở lên
5908,Mouse magic,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Mouse-magic.jpg,32-6,037,Holly Webb,Sách truyện người lớn,Phiêu lưu,Scholastic,"This series about a magical pet shop is the perfect read for animal fans. When Lottie's class goes away on a trip for a whole week, Lottie decides she's finally going to stand up to the awful school bully. But without Sofie, her familiar, Lottie's not sure if she can! Luckily Fred, the magical pink mouse, comes to her rescue.",Từ 13 tuổi trở lên
6395,"No, thank you",https://lotuscommunity.org.vn/wp-content/uploads/2021/10/No-thank-you.jpg,24-3,032,Janine Amos,Sách tham khảo,Đạo đức,Windmill Books,"Stories teach children polite ways to refuse something and why saying ""no, thank you"" is important.",10-12 tuổi
6502,Old git wit,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Old-git-wit.jpg,28-3,057,Summersdale Publishers,Sách về cách sống,Hài hước,"Summersdale
",Presents a collection of senior sagacity and elderly erudition and shows those young whipper snappers that old is the new young.,Từ 13 tuổi trở lên
6590,One Direction: doodle and draw,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/One-Direction-doodle-and-draw.jpg,24-6,009,Carlton Kids,Sách học và hoạt động,Hoạt động (7-9 tuổi),Carlton Kids,Doodle away to your heart's content with the coolest guys on the planet to inspire you. One Direction mania continues and fans will love this opportunity to put their daydreams about the band onto paper. The book is printed in two colours and is perfect for fostering hidden talents.,7-9 tuổi
6591,One Direction: doodle and draw,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/One-Direction-doodle-and-draw.jpg,24-6,039,Carlton Kids,Sách học và hoạt động,Hoạt động (7-9 tuổi),Carlton Kids,Doodle away to your heart's content with the coolest guys on the planet to inspire you. One Direction mania continues and fans will love this opportunity to put their daydreams about the band onto paper. The book is printed in two colours and is perfect for fostering hidden talents.,7-9 tuổi
6714,Paper crafts for Mardi Gras,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Paper-crafts-for-Mardi-Gras.jpg,28-4,025,Randel McGee,Sách về sở thích,Thủ công,Enslow Elementary,"Dress up as a jester or a king or queen and lead a Mardi Gras parade! Follow storyteller Randel McGee as he explores the history and symbols of Mardi Gras in  Paper crafts for Mardi Gras. Create a Columbina mask, paper bead throw necklace, a gold doubloon necklace, a rhythm maker, and more!",Từ 13 tuổi trở lên
6869,Pioneers of Spanish graphic Design,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Pioneers-of-Spanish-graphic-design.jpg,31-2,018,Emilio Gil,Sách về sở thích,Thiết kế,Mark Batty Publisher,"Spain: a country that calls so many famed artists Picasso, Dali, Goya, Miro, to name only four its own. Yet, the reputation of its graphic Thiết kếers has never been fully recognized by the international Thiết kế community, until now. Pioneers of Spanish Graphic Thiết kế establishes, once and for all, the legacy of 15 ground-breaking Spanish graphic Thiết kếers working between 1939 and 1975. While that historical era in Spain was one of economic and political isolation, these Thiết kếers elevated the daily grind of commercial graphic Thiết kế work to the level of true inspiration, altering the visual culture of post-war Spain. Showcasing the work of Josep Artigas, Alexandre Circi Pellicer, Amand Domenech, Elias & Santamarina, Jordi Fornas, Fermin Garbayo, Daniel Gil, Richard Giralt Mircale, Ernest Moradell, Antoni Morillas, Joan Pedragosa, Josep Pla- Narbona, Manolo Prieto, Julian Santamarina, Tomas Vellve, every chapter in Pioneers is adorned with the work of these Thiết kếers posters, book covers, album sleeves, logotypes and packaging as well as commissioned appreciations of their work penned by contemporary Spanish Thiết kếers and writers. Compiled by Emilio Gil, who contacted the Thiết kếers, their families and sorted through mountains of archives, Pioneers fills in a historical gap that speaks volumes about how these Thiết kếers influenced Spanish, and international, visual culture, by being cutting-edge without trying to be cutting edge.",Từ 13 tuổi trở lên
6885,Pirate ship Adventure crafts,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Pirate-ship-adventure-crafts.jpg,28-5,027,Anna Llimos,Sách về sở thích,Thủ công,Enslow Elementary,"Pirate ship Phiêu lưu crafts provides step-by-step instructions on how to make eleven simple pirate-themed crafts using easy to find materials. Create a ship, pirate crew, treasure chest, and more. It also includes a story for kids to tell with their crafts, or they can act out their own pirate story.",Từ 13 tuổi trở lên
6947,Politically correct bedtime stories,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Politically-correct-bedtime-stories.jpg,28-3,058,James Finn Garner,Sách về cách sống,Hài hước,Souvenir Press Ltd,"James Finn Garner has taken the opportunity to rewrite classic stories for more enlightened times: from Snow White s relationship with seven vertically challenged men, Little Red Riding Hood, her grandma and the cross-dressing wolf who set up an alternative household based on mutual respect and cooperation to the Emperor who was not naked but was endorsing a clothing-optional Sách về cách sống. For the first time read the true story of what happened when the Ugly Duckling was judged on its personal merits and not on its physical appearance. At last, here is bedtime reading free from prejudice and discrimination to witches, giants, dwarves, goblins and fairies everywhere. You can remedy this cultural defect by reading Politically Correct Bedtime Stories and discovering what really happened when Jack climbed the beanstalk, when Cinderella went to the ball and when the wolf tried to blow down the house of the Three Little Pigs. For anyone brought up on sexist, racist, sizeist and ethnocentrist reading matter these stories have been purged of the influence of an insensitive cultural past to become fables for our times.",Từ 13 tuổi trở lên
7005,Practical Feng Shui for the home,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Practical-Feng-Shui-for-the-home.jpg,31-2,031,Albert Low,Sách về sở thích,Thiết kế,Weatherhill,Easy to understand instructions to improve the feeling of your home using feng shui.,Từ 13 tuổi trở lên
7077,Product Design now: renderings,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Product-design-now-renderings.jpg,31-2,007,Cristian Campos,Sách về sở thích,Thiết kế,Product Design now: renderings,"Product Thiết kế Now: Renderings, the exciting follow-up to the highly successful Product Thiết kế Now, looks at the best-Thiết kếed products since the last edition, with an emphasis on electronics and digital devices.
In Product Thiết kế Now: Renderings every product featured includes the Thiết kếer’s original sketches. This new edition to the acclaimed series is perfect for Thiết kế students and teachers; experienced Thiết kếers looking to keep up with the latest product Thiết kếs and most successful product Thiết kế strategies; and consumers interested in the most contemporary, functional, and attractive product Thiết kếs today, particularly in the fields of electronic and digital products",Từ 13 tuổi trở lên
7083,Promotion Design,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Promotion-design.jpg,31-2,004,Zhou Jianzhong,Sách về sở thích,Thiết kế,Page One Pub,"This book brings together an extensive collection of original and creative promotion Thiết kếs done by famous corporations, brands and product services throughout Europe and the United States. Covering Thiết kếs from a wide range of industries, Promotion Thiết kế is packed with ideas and will be a useful reference book for graphic Thiết kếers and marketing professionals.",Từ 13 tuổi trở lên
7289,Regular graphic Design today,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Regular-graphic-design-today.jpg,31-2,002,Robert Klanten,Sách về sở thích,Thiết kế,Gestalten,"Graphic Thiết kế is in constant flux. In recent years, the digitalisation of media and the return of materials and personal identity have strongly influenced the development of graphic Thiết kế and its adjoining disciplines. This evolution has prompted Thiết kếers to define new rules and aesthetics paving the way for future media. Regular documents the current state of graphic Thiết kế and presents a new generation of creative excellence. The book features examples of progressive manifestations in the printed form from poster Thiết kế, book and magazine editorial Thiết kế to typography. This expansive volume provides an in depth look at the state-of-the-art of contemporary graphic Thiết kế.",Từ 13 tuổi trở lên
7309,Respect,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Respect.jpg,24-3,012,Bruce Glassman,Sách tham khảo,Đạo đức,Bearing Books,Encourages ethical choices by focusing on the actions of people who respect others.,10-12 tuổi
7434,Sad is...,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Sad-is....jpg,24-3,043,Cheyenne Nichols,Sách tham khảo,Đạo đức,Capstone Press,"How does it feel to be sad? What does sadness look like? Big, full color photos and simple, rhyming text explore the range of feeling sad.",10-12 tuổi
8152,Start with art: painting,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Start-with-art-painting.jpg,31-3,057,Isabel Thomas,Sách về sở thích,Vẽ và màu,Heinemann,"This book introduces the reader to painting, examining what painting is, what paintings can be made of, what paintings can show, differences in size, technique and style, historical and modern examples, and examples from different cultures.",Từ 13 tuổi trở lên
8360,Tai Chi Wu style: advanced techniques for internalizing Chi energy,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Tai-Chi-Wu-style-advanced-techniques-for-internalizing-Chi-energy.jpg,30-5L,012,Mantak Chia,Sách về sở thích,Thể thao,Destiny Books,A guide to the internal martial arts exercises of short-form Wu-Style Tai Chi.,Từ 13 tuổi trở lên
8588,The art of Osamu Tezuka,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/The-art-of-Osamu-Tezuka.jpg,31-2,001,Helen McCarthy,Sách về sở thích,Thiết kế,Ilex,"Osamu Tezuka has often been called “the god of manga” and “the Walt Disney of Japan,” but he was far more than that. Tezuka was Walt Disney, Stan Lee, Jack Kirby, Tim Burton, and Carl Sagan all rolled into one incredibly prolific creator, changing the face of Japanese culture forever. Best known for Astro Boy and Kimba the White Lion, Tezuka was instrumental in developing Japanese animation and modern manga comics.",Từ 13 tuổi trở lên
8590,The art of the Hobbit,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/The-art-of-the-Hobbit.jpg,31-3,049,Wayne Hammond,Sách về sở thích,Vẽ và màu,"Houghton Mifflin Harcourt
","When J.R.R. Tolkien wrote The Hobbit, he was already an accomplished amateur artist, and drew illustrations for his book while it was still in manuscript. The Hobbit as first printed had ten black-and-white pictures, two maps, and binding and dust jacket Thiết kếs by its author. Later, Tolkien also painted five scenes for color plates, which comprise some of his best work. His illustrations for The Hobbit add an extra dimension to that remarkable book, and have long influenced how readers imagine Bilbo Baggins and his world.

Written and edited by leading Tolkien experts Wayne G. Hammond and Christina Scull, The Art of The Hobbitby J.R.R. Tolkien showcases the complete artwork created by the author for his story—including related pictures, more than one hundred sketches, drawings, paintings, maps, and plans. Some of these images are published here for the first time, others for the first time in color, allowing Tolkien’s Hobbit pictures to be seen completely and more vividly than ever before.",Từ 13 tuổi trở lên
8668,"The best of 1 color, 2 color graphics",https://lotuscommunity.org.vn/wp-content/uploads/2021/10/The-best-of-1-color-2-color-graphics.jpg,31-1,025,Page One,Sách về sở thích,Thiết kế,Rockport Publishers Inc.,"Explores ways to stretch a budget by using limited colors without compromising style.
Graphic Thiết kế using limited or single colors not only offers a less expensive alternative to costly four and five color printing but also offers a range of bold effects from somber and elegant to edgy and bold. As the saying goes, less is more, and the work that is showcased in these pages clearly illustrates the truth and merit in this saying.

One-color and two-color printing, although more common than four-color printing, often carries with it a stigma of looking cheap compared to four-color pieces. This book puts that myth to rest by showing how truly dynamic effects can be achieved with simple, inexpensive one- and two-color Thiết kế and printing. Besides its simplicity, it has a style all its own, which can convey sophistication, elegance, and integrity.

Included is a color finder section Thiết kếed to show readers a variety of color combinations for various projects such as logos, packaging, book jackets, and posters. Each featured project is shown in thumbnail size in 15 to 20 different single or two-color combinations.",Từ 13 tuổi trở lên
8909,The Thiết kế activist's handbook,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/The-design-activist_s-handbook.jpg,31-1,026,Noah Scalin,Sách về sở thích,Thiết kế,HOW Books,"This book is for every graphic Thiết kếer who's ever sat at a computer, thinking: Is this it? Isn't there more? It's a tool to help you figure out how to start making a difference and making a living at the same time--no matter where you live and work right now.
",Từ 13 tuổi trở lên
9143,The great global treasure hunt on Google Earth,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/The-great-global-treasure-hunt-on-Google-Earth.jpg,30-5R,007,Tim Dedopulos,Sách học và hoạt động,Hoạt động (0-6 tuổi),Carlton Publishing,"In 1979, the book ""Masquerade"" became an international best-seller. It was a puzzle book with no instructions or clues and gave one clever winner a very big prize. In 2011 Carlton Books re-invent this idea and bring it right up to date for the 21st century. Imagine the excitement of adventuring right around the world in search of fabulous hidden treasure. We live on a beautiful, awe-inspiring planet, and new cutting-edge technology is making it available to us in ways that previous generations could never have dreamed of. ""The Great Global Treasure Hunt on Google Earth"" takes you on a fascinating quest to uncover the resting place of a marvellous treasure that could earn the solver a cool Euro 50,000.",0-6 tuổi
9280,The jewelry of Southeast Asia,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/The-jewelry-of-Southeast-Asia.jpg,31-2,019,Anne Richter,Sách về sở thích,Thiết kế,Thames & Hudson,"From the magnificent royal gold jewelry of Burma and Thailand to the simple adornments worn by remote hill peoples, Anne Richter explores the complex cultural landscape of what are now Burma, Cambodia, Thailand, Laos, Vietnam, Malaysia, Indonesia, Singapore, and the Philippines.

Necklaces, buckles, pendants, belts, buttons, ear ornaments, hairpins, anklets, torques, and bracelets are presented in a superb array of images. Richter’s understanding of the underlying symbolism sheds light on Asian cultures, while the aesthetic appeal of the items will make this volume irresistible to all jewelry lovers.

This new edition in paperback of the book first published in 2000 concentrates on the color plates and their illuminating captions. A new introduction discusses how the historical background has influenced the jewelry. 354 color photographs and illustrations",Từ 13 tuổi trở lên
