S/N,Title,Images,Shelflist,Position,Author,Category,SubCategory,Publisher,Description,Tags
6924,Pluto: the dwarf planet,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Pluto-the-dwarf-planet.jpg,26-6,070,Greg Roza,Sách tham khảo,Vũ trụ,Gareth Stevens Publishing,"Once thought to be a planet itself, distant Pluto is now called a dwarf planet. Tiny, rocky, cold Pluto stands guard at the edge of our solar system. It is so far away that even our most powerful telescopes cant see it clearly. Readers will learn about Pluto and our efforts to discover more about this mysterious dwarf planet.",10-12 tuổi
7002,Powerful earthquakes,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Powerful-earthquakes.jpg,27-5,024,Greg Roza,Sách tham khảo,Trái đất của chúng ta,Gareth Stevens Publishing,"Some earthquakes are so powerful they change the landscape. Many are so weak people cant feel them. Even with advances in science, seismologists still cant accurately predict when an earthquake will strike. However, we now know a lot more about where an earthquake is likely to occur. In this book, readers will learn about plate tectonics, faults, and seismic waves. They'll read about historic earthquakes, see photographs of the aftermath, and learn how to prepare for an earthquakes mighty tremors.",10-12 tuổi
7076,Probing space,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Probing-space.jpg,26-6,020,David Baker,Sách tham khảo,Vũ trụ,Weigl Pub Inc ,"Describes how scientists are using space probes to explore far regions of space, gathering information about planets, moons, and other celestial bodies.",10-12 tuổi
7183,Rain,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Rain.jpg,27-5,044,Erin Edison,Sách tham khảo,Trái đất của chúng ta,Capstone Press,"Jump in a puddle. Carry an umbrella. It's time to learn about RAIN! Through full-color photos and simple, easy-to-follow text, this nonfiction book introduces emergent readers to the science basics behind this type of precipitation. All Pebble Plus books align with national and state standards and are designed to help new readers read independently, making them the perfect choice for every child.",10-12 tuổi
7260,Recognizing patterns in nature,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Recognizing-patterns-in-nature.jpg,27-5,047,Tony Hyland,Sách tham khảo,Trái đất của chúng ta,Capstone Press,"We use math every day, sometimes without even realizing it! Kid-friendly, real-life situations show readers how they can put math to work in their day-to-day activities. A variety of problem-solving activities and graphic organizers make these books ideal for young learners.",10-12 tuổi
7364,Robots in space,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Robots-in-space.jpg,26-6,047,Christopher Forest,Sách tham khảo,Vũ trụ,Capstone Press,Space robots explore the distant planets of our solar system. And they help astronauts work in space. Get up close to the robots that make space exploration possible.,10-12 tuổi
7504,Saturn,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Saturn.jpg,26-6,063,Ariel Kazunas,Sách tham khảo,Vũ trụ,Cherry Lake Publishing,Discover the beautiful ringed planet Saturn and its dozens of moons.,10-12 tuổi
7633,Seasons: fall,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Seasons-fall.jpg,27-6,072,Judy Wearing,Sách tham khảo,Trái đất của chúng ta,Weigl Pub Inc,"Have you ever wondered why the moon sometimes appears to be larger in fall or why the leaves change color? In Fall, young readers will learn about the unique features that make this season special. Wow! Seasons provides an exciting look at what makes each season unique. Filled with fascinating facts and incredible visuals, this series will captivate and stimulate young readers.",10-12 tuổi
7634,Seasons: fall,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Seasons-fall.jpg,27-6,067,Judy Wearing,Sách tham khảo,Trái đất của chúng ta,Weigl Pub Inc,"Have you ever wondered why the moon sometimes appears to be larger in fall or why the leaves change color? In Fall, young readers will learn about the unique features that make this season special. Wow! Seasons provides an exciting look at what makes each season unique. Filled with fascinating facts and incredible visuals, this series will captivate and stimulate young readers.",10-12 tuổi
7960,Snow,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Snow.jpg,27-5,041,Erin Edison,Sách tham khảo,Trái đất của chúng ta,Capstone Press,"Catch a snowflake on your tongue. Toss a snowball. It's time to learn about SNOW! Through full-color photos and simple, easy-to-follow text, this nonfiction book introduces emergent readers to the science basics behind this frozen form of precipitation. All Pebble Plus books align with national and state standards and are designed to help new readers read independently, making them the perfect choice for every child.",10-12 tuổi
7961,Snow,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Snow.jpg,27-6,043,Erin Edison,Sách tham khảo,Trái đất của chúng ta,Capstone Press,"Catch a snowflake on your tongue. Toss a snowball. It's time to learn about SNOW! Through full-color photos and simple, easy-to-follow text, this nonfiction book introduces emergent readers to the science basics behind this frozen form of precipitation. All Pebble Plus books align with national and state standards and are designed to help new readers read independently, making them the perfect choice for every child.",10-12 tuổi
8054,Space: Venus,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Space-Venus.jpg,26-6,039,Ruth Bjorklund,Sách tham khảo,Vũ trụ,Cavendish Square Publishing,"Introduces the planet Venus, it's history, composition, and role in the solar system.",10-12 tuổi
8474,Terrifying tornadoes,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Terrifying-tornadoes.jpg,27-5,030,Kristen Rajczak,Sách tham khảo,Trái đất của chúng ta,Gareth Stevens Publishing,"The terrible damage caused by tornadoes has been a focus of many newspapers and TV news programs. Tornadoes strike quickly, violently, and almost everywhere on Earth. The United States has more tornadoes each year than any other country. One part of the nation experiences tornadoes so often its called Tornado Alley. In this book, readers will learn how tornadoes are formed and what to do when a tornado warning is issued. They'll see astonishing photographs of twisters and the destruction that these terrifying winds can cause.",10-12 tuổi
9330,The legend of UFOs,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/The-legend-of-UFOs.jpg,26-6,016,Thomas Troupe,Sách tham khảo,Vũ trụ,Picture Window Books,They're flying saucers or glowing balls of light. Some people say they have seen UFOs in the sky. Are the legends true?,10-12 tuổi
9340,The life cycle of an apple,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/The-life-cycle-of-an-apple.jpg,27-5,051,Ruth Thomson,Sách tham khảo,Trái đất của chúng ta,PowerKids Press,"Learn all about apples, from seed to picking.",10-12 tuổi
9344,The life cycles of plants,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/The-life-cycles-of-plants.jpg,27-6,035,Rebecca Hirsch,Sách tham khảo,Trái đất của chúng ta,Cherry Lake Publishing,"Written in the narrative voice of an inquisitive student, this book explains the life cycles of plants. Readers begin to understand how the process of forming and answering questions is a key to investigation and scientific communication.",10-12 tuổi
9412,The lowest places on earth,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/The-lowest-places-on-earth.jpg,27-6,071,Martha Rustad,Sách tham khảo,Trái đất của chúng ta,Capstone Press,"Visit a place so low that it''s like being in a basement 27 stories below sea level. Take a trip to a dry, salty lake. By opening this book you will journey to places on earth far below sea level. How low can you go?",10-12 tuổi
9559,The natural world,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/The-natural-world.jpg,27-5,028,Jon Richards,Sách tham khảo,Trái đất của chúng ta,Owlkids Books,"Be amazed by the real-life size of the world's largest spider; discover which animal can jump the equivalent of a human leaping over a skyscraper; measure the length of a blue whale in buses, people, and basketball courts; and more!

From the animal classification system and DNA to reproduction, food webs, and the world's fastest animals, this book explores the natural world using a wide variety of icons, graphics, and pictograms.

Highly visual and accessible, infographics are an increasingly popular way to introduce complex stats, facts, and figures to children, helping them to digest complex information on a number of topics.",10-12 tuổi
10039,The tsunami book: killer waves,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/The-tsunami-book-killer-waves.jpg,27-5,054,Gill Jolly,Sách tham khảo,Trái đất của chúng ta,Walker Books,"In 2004, the world was stunned when one of the largest earthquakes in fifty years swept a massive wave - a tsunami - from Indonesia to Thailand, India to Africa. So what is a tsunami? How are they formed, and when and where have they occurred throughout history?",10-12 tuổi
10062,The unexplained UFOs,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/The-unexplained-UFOs.jpg,26-6,045,Dave Wencel,Sách tham khảo,Vũ trụ,Bellwether Media,Have you ever seen something in the sky that you could not identify? You wouldn't be alone. Many people have reported seeing unidentified flying objects. Reports range from flying saucer sightings to stories of mysterious lights in the sky. Readers will discover the history of UFO sightings and the evidence both for and against their existence.,10-12 tuổi
10159,The world around us: lakes,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/The-world-around-us-lakes.jpg,27-6,065,Cecilia Minden,Sách tham khảo,Trái đất của chúng ta,Cherry Lake Publishing,"Learn about rivers, how they are formed and the ecosystems they support.",10-12 tuổi
10160,The world around us: rivers,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/The-world-around-us-rivers.jpg,27-5,064,Cecilia Minden,Sách tham khảo,Trái đất của chúng ta,Cherry Lake Publishing,"Learn about rivers, how they are formed and the ecosystems they support.",10-12 tuổi
10180,The worst hurricanes of all time,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/The-worst-hurricanes-of-all-time.jpg,27-5,045,Terri Dougherty,Sách tham khảo,Trái đất của chúng ta,Capstone Press ,"Powerful gusts and heavy rains starting in the ocean can mean only one thing: hurricane! The storm’s forceful winds can uproot trees and send cars flitting through the air. From Hurricane Katrina to the Great Hurricane of 1780, stand up to the storm surges and read about the worst hurricanes in history.",10-12 tuổi
10501,Top 10 UFO and alien mysteries,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Top-10-UFO-and-alien-mysteries.jpg,26-6,028,Lori Polydoros,Sách tham khảo,Vũ trụ,Capstone Press ,Alien abductions? Mysterious lights in the sky? Could these events actually be the work of extra terrestrials? Get the facts about the top ten UFO and alien mysteries of all time.,10-12 tuổi
10518,Tornadoes,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Tornadoes.jpg,27-5,040,Marcie Aboff,Sách tham khảo,Trái đất của chúng ta,Capstone Press ,"In graphic novel format, text and illustrations explain how tornadoes form, how they are measured, and how to stay safe during one.",10-12 tuổi
10560,Trees: Earth's lungs,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Trees-Earth_s-lungs.jpg,27-6,068,Barbara Webb,Sách tham khảo,Trái đất của chúng ta,Rourke Educational Media,Young readers will discover why trees are so important to a healthy earth.,10-12 tuổi
10578,True or false: rocks and minerals,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/True-or-false-rocks-and-minerals.jpg,27-6,053,Melvin Berger,Sách tham khảo,Trái đất của chúng ta,Scholastic,Scholastic True or False is a science series in a fun question-and-answer format aimed at 2nd and 3rd graders. Each book contains 22 true or false questions with a full-color photograph on every page. Kids will read the question on the right and turn the page to see the answer on the left. Every answer also includes a bonus fact.,10-12 tuổi
10646,Understanding biomes,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Understanding-biomes.jpg,27-5,022,Jeanne Sturm,Sách tham khảo,Trái đất của chúng ta,Rourke Educational Media,"In Understanding Biomes, students will learn about the different biomes that exist on Earth. Readers will love discovering new information in this chapter book while also reinforcing learned skills with comprehension and extension activities.",10-12 tuổi
10647,Understanding biomes,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Understanding-biomes.jpg,27-6,021,Jeanne Sturm,Sách tham khảo,Trái đất của chúng ta,Rourke Educational Media,"In Understanding Biomes, students will learn about the different biomes that exist on Earth. Readers will love discovering new information in this chapter book while also reinforcing learned skills with comprehension and extension activities.",10-12 tuổi
10717,Venus,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Venus-1.jpg,26-6,068,Ariel Kazunas,Sách tham khảo,Vũ trụ,Cherry Lake Publishing,"Venus is the closest planet to Earth, and it is also very similar in size. Learn all about ""Earth's twin.""",10-12 tuổi
10718,Venus,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Venus-2.jpg,26-6,048,Paul Fleisher,Sách tham khảo,Vũ trụ,Lerner Publications,"A description of Venus, the second planet from the Sun. The text discusses Venus' distinguishing characteristics, its position in the solar system, its composition and atmospheric conditions, its moons and rings, and how scientists have learned about Venus over time. Color photos and diagrams enhance understanding of the text.",10-12 tuổi
10735,Volcanoes,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Volcanoes.jpg,27-6,036,John Nestor,Sách tham khảo,Trái đất của chúng ta,‎Cherry Lake Publishing,This book uses math and science to help students learn about volcanoes. Math challenge questions provide students with the opportunity to apply math skills as they learn about the characteristics of volcanoes.,10-12 tuổi
10736,Volcanoes around the world,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Volcanoes-around-the-world.jpg,27-6,012,Jen Green ,Sách tham khảo,Trái đất của chúng ta,PowerKids Press,"Examines the formation and eruption of volcanoes, describes the damages and benefits of volcanoes, and discusses steps taken to predict eruptions and protect the surroundings.",10-12 tuổi
10778,Watch them grow: trees,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Watch-them-grow-trees.jpg,27-6,063,Jennifer Howse,Sách tham khảo,Trái đất của chúng ta,Weigl Pub Inc,"Describes the physical characteristics and growth cycle of trees, including information on bark, leaves, and tree rings.",10-12 tuổi
10790,Waterfalls,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Waterfalls.jpg,27-6,044,Mari Schuh,Sách tham khảo,Trái đất của chúng ta,Capstone Press ,Rushing water drops off a cliff and crashes to the rocks below. Waterfalls create landmarks throughout the world. Read Waterfalls to discover the force and beauty of these landforms.,10-12 tuổi
10815,Weather: rain or shine,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Weather-rain-or-shine.jpg,27-6,039,Jim Pipe,Sách tham khảo,Trái đất của chúng ta,Stargazer Books ,"Introduces the changing weather, temperature, clouds, rain, snow, wind, storms, seasons, and the different types of weather in different regions.",10-12 tuổi
10853,What are cirrus clouds?,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/What-are-cirrus-clouds.jpg,27-5,063,Lynn Peppas,Sách tham khảo,Trái đất của chúng ta,Crabtree Publishing Company,"Discusses cirrus clouds, how they form, and the types of weather they indicate.",10-12 tuổi
10854,What are clouds?,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/What-are-clouds.jpg,27-6,058,Ellen Lawrence,Sách tham khảo,Trái đất của chúng ta,Bearport Publishing,"Is it possible to stand in a cloud? How big is a water drop inside a cloud? Can we predict the weather by looking at clouds? Whether viewed from the ground or from a plane flying high above Earth's surface, clouds give us a lot to think about! In this book, the questions that kids have about clouds are answered through engaging descriptions of the various types of clouds, fun facts about what makes the various cloud types different, and explanations of how clouds can differ from one another in ways that tell us about what kind of weather we should expect. Filled with information perfectly suited to the abilities and interests of an early elementary audience, this colorful, fact-filled volume gives readers a chance not only to learn about clouds, but also to develop their powers of observation and critical thinking. From vivid details of how a cloud is formed to an up-close look at cloud-like phenomena such as mist, dew, and fog, this book makes learning about clouds a fun and rewarding experience.",10-12 tuổi
10909,What is a biome?,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/What-is-a-biome.jpg,27-6,033,Bobbie Kalman,Sách tham khảo,Trái đất của chúng ta,Crabtree Publishing Company,"Earth has over 30 types of biomes, some of which are home to thousands of ecosystems. All of the plants and animals living in these huge natural areas depend on one another for survival. Intended for children of ages 6-12, this book explains the life in each major biome. It is illustrated with images and defines the concepts of biome and climate.",10-12 tuổi
10914,What is climate?,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/What-is-climate.jpg,27-5,037,Bobbie Kalman,Sách tham khảo,Trái đất của chúng ta,Crabtree Publishing Company,Learn about the many causes and impacts of climate changes as well as the relationship between weather and the earth.,10-12 tuổi
10932,What is the water cycle?,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/What-is-the-water-cycle.jpg,27-5,070,Ellen Lawrence,Sách tham khảo,Trái đất của chúng ta,Bearport Publishing,"Presents an overview of the water cycle by following the water from a puddle as it evaporates, rises, condenses, joins a cloud, forms into raindrops, and falls to earth in different places.",10-12 tuổi
11156,Why living things need food,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Why-living-things-need-food.jpg,27-5,097,Danie Nunn,Sách tham khảo,Trái đất của chúng ta,Heinemann,"This book explores the concept of food, and why living things – i.e., animals, humans and plants – need it.",10-12 tuổi
11205,Wind and water at work,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Wind-and-water-at-work.jpg,27-5,025,Thomas Sheehan,Sách tham khảo,Trái đất của chúng ta,Rourke Publishing Group,Explains how the wind and water can work to change the geologic landscape.,10-12 tuổi
11398,Your mission on Earth,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Your-mission-on-Earth.jpg,26-6,065,Christine Zuchora-Walske,Sách tham khảo,Vũ trụ,Looking Glass Library,"It's time for your mission to Earth! Jump in your super speedy rocket to explore Earth's size, mass, atmosphere, temperature, gravity, orbits, and moons. Basic solar system facts are brought to life with a focus on what questions scientists are still trying to solve. Each book ends with a section on how scientists discovered the facts that have been presented.  Bright, colorful illustrations and straightforward text make this topic accessible for even the youngest astronomer.",10-12 tuổi
11399,Your mission to Jupiter,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Your-mission-to-Jupiter.jpg,26-6,053,Nadia Higgins,Sách tham khảo,Vũ trụ,Looking Glass Library,"It's time for your mission to Jupiter! Jump in your super speedy rocket to explore Jupiter's size, mass, atmosphere, temperature, gravity, orbits, gas clouds, and moons. Basic solar system facts are brought to life with a focus on what questions scientists are still trying to solve. Each book ends with a section on how scientists discovered the facts that have been presented.  Bright, colorful illustrations and straightforward text make this topic accessible for even the youngest astronomer.",10-12 tuổi
11400,Your mission to Mars,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Your-mission-to-Mars.jpg,26-6,057,M. J. Cosson,Sách tham khảo,Vũ trụ,Magic Wagon,"It's time for your mission to Mars! Jump in your super speedy rocket to explore Mars's size, surface, craters, atmosphere, temperature, gravity, and orbits. Basic solar system facts are brought to life with a focus on what questions scientists are still trying to solve. Each book ends with a section on how scientists discovered the facts that have been presented. Bright, colorful illustrations and straightforward text make this topic accessible for even the youngest astronomer.",10-12 tuổi
11401,Your mission to Mercury,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Your-misson-to-Mercury.jpg,26-6,061,Christine Zuchora-Walske,Sách tham khảo,Vũ trụ,Looking Glass Library,"It's time for your mission to Mercury! Jump in your super speedy rocket to explore Mercury's size, atmosphere, temperature, gravity, orbits, Discovery Rupes, and Caloris Basin. Basic solar system facts are brought to life with a focus on what questions scientists are still trying to solve. Each book ends with a section on how scientists discovered the facts that have been presented.  Bright, colorful illustrations and straightforward text make this topic accessible for even the youngest astronomer.",10-12 tuổi
11402,Your mission to Saturn,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Your-mission-to-Saturn.jpg,26-6,059,M. J. Cosson,Sách tham khảo,Vũ trụ,Looking Glass Library,"It's time for your mission to Saturn! Jump in your super speedy rocket to explore Saturn's rings, size, atmosphere, temperature, gravity, orbits, storms, winds, and moons. Basic solar system facts are brought to life with a focus on what questions scientists are still trying to solve. Each book ends with a section on how scientists discovered the facts that have been presented.  Bright, colorful illustrations and straightforward text make this topic accessible for even the youngest astronomer.",10-12 tuổi
11403,Your mission to Saturn,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Your-mission-to-Saturn.jpg,26-6,052,M. J. Cosson,Sách tham khảo,Vũ trụ,Looking Glass Library,"It's time for your mission to Saturn! Jump in your super speedy rocket to explore Saturn's rings, size, atmosphere, temperature, gravity, orbits, storms, winds, and moons. Basic solar system facts are brought to life with a focus on what questions scientists are still trying to solve. Each book ends with a section on how scientists discovered the facts that have been presented.  Bright, colorful illustrations and straightforward text make this topic accessible for even the youngest astronomer.",10-12 tuổi
11404,Your mission to Venus,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Your-mission-to-Venus.jpg,26-6,058,Christine Zuchora-Walske,Sách tham khảo,Vũ trụ,Looking Glass Library,"It's time for your mission to Venus! Jump in your super speedy rocket to explore Venus's size, atmosphere, temperature, gravity, orbits, clouds, mountains, and craters. Basic solar system facts are brought to life with a focus on what questions scientists are still trying to solve. Each book ends with a section on how scientists discovered the facts that have been presented.  Bright, colorful illustrations and straightforward text make this topic accessible for even the youngest astronomer.",10-12 tuổi
11405,Your mission to Venus,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Your-mission-to-Venus.jpg,26-6,056,Christine Zuchora-Walske,Sách tham khảo,Vũ trụ,Looking Glass Library,"It's time for your mission to Venus! Jump in your super speedy rocket to explore Venus's size, atmosphere, temperature, gravity, orbits, clouds, mountains, and craters. Basic solar system facts are brought to life with a focus on what questions scientists are still trying to solve. Each book ends with a section on how scientists discovered the facts that have been presented.  Bright, colorful illustrations and straightforward text make this topic accessible for even the youngest astronomer.",10-12 tuổi
11406,Your mission to Mercury,https://lotuscommunity.org.vn/wp-content/uploads/2021/09/Your-misson-to-Mercury.jpg,26-6,060,Christine Zuchora-Walske,Sách tham khảo,Vũ trụ,Looking Glass Library,"It's time for your mission to Mercury! Jump in your super speedy rocket to explore Mercury's size, atmosphere, temperature, gravity, orbits, Discovery Rupes, and Caloris Basin. Basic solar system facts are brought to life with a focus on what questions scientists are still trying to solve. Each book ends with a section on how scientists discovered the facts that have been presented.  Bright, colorful illustrations and straightforward text make this topic accessible for even the youngest astronomer.",10-12 tuổi
